_id,YIL,YARDIM_TALEBI,BASVURU_SEKLI,BASVURU_TIPI,CINSIYET,BASVURU_ADEDI
1537,2014,NAKDİ YARDIM,DİLEKÇE,SELZEDE,ERKEK,1
1538,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,9
1539,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,10
1540,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,ERKEK,5
1541,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,11
1542,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,ERKEK,2
1543,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,5
1544,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,4
1545,2014,NAKDİ YARDIM,DİLEKÇE,DOĞAL AFET,ERKEK,4
1546,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,KADIN,1
1547,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,KADIN,1
1548,2014,NAKDİ YARDIM,DİLEKÇE,DENETİMLİ SERBESTLİK,KADIN,1
1549,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,KADIN,128
1550,2014,NAKDİ YARDIM,DİLEKÇE,DEPREMZEDE,KADIN,2
1551,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,ERKEK,86
1552,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,ERKEK,21
1553,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,KADIN,363
1554,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,KADIN,571
1555,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,ERKEK,103
1556,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,ERKEK,48
1557,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,ERKEK,145
1558,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,KADIN,25
1559,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,ERKEK,17
1560,2014,NAKDİ YARDIM,DİLEKÇE,SELZEDE,KADIN,1
1561,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,8
1562,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,ERKEK,8
1563,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,ERKEK,5
1564,2014,NAKDİ YARDIM,DİLEKÇE,SELZEDE,KADIN,2
1565,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,7
1566,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,ERKEK,7
1567,2014,NAKDİ YARDIM,DİLEKÇE,ÇÖLYAK HASTASI,KADIN,1
1568,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,KADIN,4
1569,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,ERKEK,3
1570,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,KADIN,1
1571,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,194
1572,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,ERKEK,436
1573,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,ERKEK,2
1574,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,ERKEK,89
1575,2014,NAKDİ YARDIM,DİLEKÇE,DOĞAL AFET,KADIN,43
1576,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,KADIN,840
1577,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,KADIN,11
1578,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,KADIN,71
1579,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,KADIN,2
1580,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,ERKEK,6
1581,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,ERKEK,16
1582,2014,NAKDİ YARDIM,DİLEKÇE,DENETİMLİ SERBESTLİK,ERKEK,1
1583,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,1
1584,2014,NAKDİ YARDIM,DİLEKÇE,DENETİMLİ SERBESTLİK,ERKEK,1
1585,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,ERKEK,3
1586,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,KADIN,7
1587,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,ERKEK,1
1588,2014,NAKDİ YARDIM,DİLEKÇE,DEPREMZEDE,ERKEK,1
1589,2014,NAKDİ YARDIM,DİLEKÇE,SELZEDE,ERKEK,1
1590,2014,NAKDİ YARDIM,DİLEKÇE,SELZEDE,KADIN,1
1591,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,KADIN,1
1592,2014,NAKDİ YARDIM,DİLEKÇE,SELZEDE,ERKEK,2
1593,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,KADIN,306
1594,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,KADIN,137
1595,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,ERKEK,631
1596,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,KADIN,606
1597,2014,NAKDİ YARDIM,DİLEKÇE,SELZEDE,KADIN,3
1598,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,KADIN,5
1599,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,ERKEK,128
1600,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,ERKEK,410
1601,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,KADIN,187
1602,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,KADIN,44
1603,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,ERKEK,256
1604,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,ERKEK,2
1605,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,KADIN,22
1606,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,ERKEK,3
1607,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,8
1608,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,9
1609,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,KADIN,5
1610,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,ERKEK,8
1611,2014,NAKDİ YARDIM,DİLEKÇE,ÇÖLYAK HASTASI,KADIN,1
1612,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,ERKEK,4
1613,2014,NAKDİ YARDIM,DİLEKÇE,DOĞAL AFET (KAR YAĞIŞI),ERKEK,1
1614,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,ERKEK,2
1615,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,KADIN,5
1616,2014,NAKDİ YARDIM,DİLEKÇE,DEPREMZEDE,KADIN,1
1617,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,KADIN,4
1618,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,ERKEK,4
1619,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,KADIN,1
1620,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,ERKEK,124
1621,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,ERKEK,175
1622,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,KADIN,86
1623,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,KADIN,696
1624,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,ERKEK,204
1625,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,ERKEK,9
1626,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,26
1627,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,ERKEK,8
1628,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,KADIN,307
1629,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,KADIN,221
1630,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,KADIN,2
1631,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,KADIN,5
1632,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,18
1633,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,KADIN,2
1634,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,18
1635,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,3
1636,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,ERKEK,4
1637,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,9
1638,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,19
1639,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,ERKEK,13
1640,2014,NAKDİ YARDIM,DİLEKÇE,SELZEDE,ERKEK,3
1641,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,KADIN,3
1642,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,KADIN,5
1643,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,1
1644,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,ERKEK,2
1645,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,ERKEK,7
1646,2014,NAKDİ YARDIM,DİLEKÇE,DENETİMLİ SERBESTLİK,KADIN,1
1647,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,KADIN,1
1648,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,KADIN,1
1649,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,KADIN,124
1650,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,ERKEK,2
1651,2014,NAKDİ YARDIM,DİLEKÇE,YANGINZEDE,ERKEK,8
1652,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,ERKEK,88
1653,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,KADIN,296
1654,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,ERKEK,429
1655,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,KADIN,1
1656,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,KADIN,154
1657,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,KADIN,22
1658,2014,NAKDİ YARDIM,DİLEKÇE,VATANDAŞ,ERKEK,256
1659,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,47
1660,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,ERKEK,22
1661,2014,NAKDİ YARDIM,DİLEKÇE,SELZEDE,KADIN,1
1662,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,ERKEK,14
1663,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,15
1664,2014,NAKDİ YARDIM,DİLEKÇE,SELZEDE,KADIN,6
1665,2014,NAKDİ YARDIM,HİM,VATANDAŞ,KADIN,2
1666,2014,NAKDİ YARDIM,DİLEKÇE,YAŞLILAR,ERKEK,14
1667,2014,NAKDİ YARDIM,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,13
1668,2014,NAKDİ YARDIM,DİLEKÇE,ENGELLILER,KADIN,3
1669,2014,NAKDİ YARDIM,DİLEKÇE,DENETİMLİ SERBESTLİK,ERKEK,2
1670,2014,OKUL,DİLEKÇE,OKUL,BELİRSİZ,3
1671,2014,OKUL,DİLEKÇE,OKUL,BELİRSİZ,129
1672,2014,OKUL,DİLEKÇE,OKUL,BELİRSİZ,102
1673,2014,OKUL,DİLEKÇE,OKUL,BELİRSİZ,3
1674,2014,OKUL,DİLEKÇE,OKUL,BELİRSİZ,2
1675,2014,OKUL,DİLEKÇE,OKUL,BELİRSİZ,16
1676,2014,OKUL,DİLEKÇE,OKUL,BELİRSİZ,8
1677,2014,OKUL,DİLEKÇE,OKUL,BELİRSİZ,215
1678,2014,SÜT,DİLEKÇE,YAŞLILAR,KADIN,186
1679,2014,SÜT,DİLEKÇE,YAŞLILAR,ERKEK,111
1680,2014,SÜT,DİLEKÇE,VATANDAŞ,BELİRSİZ,8
1681,2014,SÜT,DİLEKÇE,YAŞLILAR,KADIN,10
1682,2014,SÜT,DİLEKÇE,VATANDAŞ,BELİRSİZ,5
1683,2014,SÜT,DİLEKÇE,ENGELLILER,KADIN,2
1684,2014,SÜT,DİLEKÇE,VATANDAŞ,BELİRSİZ,5
1685,2014,SÜT,DİLEKÇE,YAŞLILAR,ERKEK,4
1686,2014,SÜT,DİLEKÇE,VATANDAŞ,BELİRSİZ,5
1687,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,7
1688,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,6
1689,2014,SÜT,DİLEKÇE,ENGELLILER,KADIN,4
1690,2014,SÜT,DİLEKÇE,YANGINZEDE,ERKEK,2
1691,2014,SÜT,DİLEKÇE,DEPREMZEDE,ERKEK,3
1692,2014,SÜT,DİLEKÇE,YANGINZEDE,ERKEK,1
1693,2014,SÜT,DİLEKÇE,VATANDAŞ,BELİRSİZ,5
1694,2014,SÜT,DİLEKÇE,YAŞLILAR,KADIN,5
1695,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,1
1696,2014,SÜT,DİLEKÇE,ENGELLILER,KADIN,5
1697,2014,SÜT,HİM,VATANDAŞ,ERKEK,1
1698,2014,SÜT,DİLEKÇE,VATANDAŞ,BELİRSİZ,6
1699,2014,SÜT,DİLEKÇE,DEPREMZEDE,ERKEK,4
1700,2014,SÜT,DİLEKÇE,ÇÖLYAK HASTASI,ERKEK,1
1701,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,4
1702,2014,SÜT,DİLEKÇE,DOĞAL AFET,ERKEK,1
1703,2014,SÜT,DİLEKÇE,ÇÖLYAK HASTASI,KADIN,1
1704,2014,SÜT,DİLEKÇE,ENGELLILER,KADIN,2
1705,2014,SÜT,DİLEKÇE,DEPREMZEDE,KADIN,1
1706,2014,SÜT,HİM,VATANDAŞ,ERKEK,1
1707,2014,SÜT,DİLEKÇE,VATANDAŞ,ERKEK,2544
1708,2014,SÜT,DİLEKÇE,VATANDAŞ,ERKEK,2506
1709,2014,SÜT,DİLEKÇE,VATANDAŞ,KADIN,313
1710,2014,SÜT,DİLEKÇE,VATANDAŞ,ERKEK,1692
1711,2014,SÜT,DİLEKÇE,VATANDAŞ,ERKEK,334
1712,2014,SÜT,DİLEKÇE,VATANDAŞ,KADIN,2063
1713,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,206
1714,2014,SÜT,DİLEKÇE,VATANDAŞ,KADIN,2069
1715,2014,SÜT,DİLEKÇE,VATANDAŞ,ERKEK,312
1716,2014,SÜT,DİLEKÇE,VATANDAŞ,ERKEK,881
1717,2014,SÜT,DİLEKÇE,YAŞLILAR,KADIN,4
1718,2014,SÜT,DİLEKÇE,YAŞLILAR,KADIN,105
1719,2014,SÜT,DİLEKÇE,YAŞLILAR,ERKEK,106
1720,2014,SÜT,DİLEKÇE,YAŞLILAR,KADIN,65
1721,2014,SÜT,DİLEKÇE,YAŞLILAR,ERKEK,42
1722,2014,SÜT,DİLEKÇE,YANGINZEDE,ERKEK,1
1723,2014,SÜT,DİLEKÇE,ENGELLILER,ERKEK,4
1724,2014,SÜT,DİLEKÇE,ENGELLILER,KADIN,2
1725,2014,SÜT,DİLEKÇE,VATANDAŞ,BELİRSİZ,8
1726,2014,SÜT,DİLEKÇE,ENGELLILER,ERKEK,23
1727,2014,SÜT,DİLEKÇE,YAŞLILAR,ERKEK,36
1728,2014,SÜT,DİLEKÇE,DEPREMZEDE,ERKEK,9
1729,2014,SÜT,DİLEKÇE,ENGELLILER,ERKEK,4
1730,2014,SÜT,DİLEKÇE,YAŞLILAR,ERKEK,3
1731,2014,SÜT,DİLEKÇE,FENİLKETONÜRİ HASTASI,KADIN,1
1732,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,6
1733,2014,SÜT,DİLEKÇE,YANGINZEDE,ERKEK,3
1734,2014,SÜT,DİLEKÇE,ENGELLILER,KADIN,6
1735,2014,SÜT,DİLEKÇE,ENGELLILER,KADIN,5
1736,2014,SÜT,DİLEKÇE,DOĞAL AFET (KAR YAĞIŞI),ERKEK,1
1737,2014,SÜT,DİLEKÇE,DEPREMZEDE,ERKEK,3
1738,2014,SÜT,DİLEKÇE,YANGINZEDE,KADIN,2
1739,2014,SÜT,DİLEKÇE,YANGINZEDE,ERKEK,1
1740,2014,SÜT,DİLEKÇE,VATANDAŞ,BELİRSİZ,2
1741,2014,SÜT,DİLEKÇE,ÇÖLYAK HASTASI,ERKEK,1
1742,2014,SÜT,DİLEKÇE,ÇÖLYAK HASTASI,KADIN,1
1743,2014,SÜT,DİLEKÇE,PANDEMİ,ERKEK,1
1744,2014,SÜT,DİLEKÇE,SELZEDE,KADIN,1
1745,2014,SÜT,DİLEKÇE,ÇÖLYAK HASTASI,KADIN,1
1746,2014,SÜT,DİLEKÇE,YANGINZEDE,KADIN,1
1747,2014,SÜT,DİLEKÇE,DOĞAL AFET,KADIN,1
1748,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,2
1749,2014,SÜT,DİLEKÇE,YAŞLILAR,ERKEK,10
1750,2014,SÜT,DİLEKÇE,VATANDAŞ,KADIN,946
1751,2014,SÜT,DİLEKÇE,VATANDAŞ,ERKEK,876
1752,2014,SÜT,DİLEKÇE,VATANDAŞ,KADIN,2961
1753,2014,SÜT,DİLEKÇE,VATANDAŞ,ERKEK,577
1754,2014,SÜT,DİLEKÇE,DEPREMZEDE,ERKEK,3
1755,2014,SÜT,DİLEKÇE,ENGELLILER,KADIN,3
1756,2014,SÜT,DİLEKÇE,SELZEDE,ERKEK,3
1757,2014,SÜT,DİLEKÇE,YAŞLILAR,KADIN,1
1758,2014,SÜT,DİLEKÇE,ENGELLILER,ERKEK,6
1759,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,1
1760,2014,SÜT,HİM,VATANDAŞ,KADIN,2
1761,2014,SÜT,DİLEKÇE,DEPREMZEDE,KADIN,2
1762,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,1
1763,2014,SÜT,HİM,VATANDAŞ,KADIN,1
1764,2014,SÜT,DİLEKÇE,DEPREMZEDE,ERKEK,4
1765,2014,SÜT,DİLEKÇE,VATANDAŞ,BELİRSİZ,11
1766,2014,SÜT,DİLEKÇE,DEPREMZEDE,KADIN,4
1767,2014,SÜT,DİLEKÇE,ÇÖLYAK HASTASI,ERKEK,1
1768,2014,SÜT,DİLEKÇE,ENGELLILER,ERKEK,6
1769,2014,SÜT,DİLEKÇE,DEPREMZEDE,ERKEK,2
1770,2014,SÜT,DİLEKÇE,ÇÖLYAK HASTASI,KADIN,1
1771,2014,SÜT,DİLEKÇE,YANGINZEDE,ERKEK,2
1772,2014,SÜT,HİM,SELZEDE,KADIN,1
1773,2014,SÜT,HİM,VATANDAŞ,ERKEK,1
1774,2014,SÜT,DİLEKÇE,SELZEDE,KADIN,1
1775,2014,SÜT,DİLEKÇE,PANDEMİ,ERKEK,1
1776,2014,SÜT,DİLEKÇE,SELZEDE,KADIN,1
1777,2014,SÜT,DİLEKÇE,VATANDAŞ,KADIN,458
1778,2014,SÜT,DİLEKÇE,VATANDAŞ,ERKEK,2992
1779,2014,SÜT,DİLEKÇE,VATANDAŞ,KADIN,316
1780,2014,SÜT,DİLEKÇE,VATANDAŞ,ERKEK,2263
1781,2014,SÜT,DİLEKÇE,ENGELLILER,ERKEK,12
1782,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,19
1783,2014,SÜT,DİLEKÇE,YAŞLILAR,KADIN,223
1784,2014,SÜT,DİLEKÇE,DEPREMZEDE,KADIN,4
1785,2014,SÜT,DİLEKÇE,ÇÖLYAK HASTASI,KADIN,1
1786,2014,SÜT,DİLEKÇE,DOĞAL AFET,KADIN,1
1787,2014,SÜT,DİLEKÇE,VATANDAŞ,ERKEK,2081
1788,2014,SÜT,DİLEKÇE,YAŞLILAR,ERKEK,43
1789,2014,SÜT,DİLEKÇE,YAŞLILAR,KADIN,357
1790,2014,SÜT,DİLEKÇE,YANGINZEDE,KADIN,1
1791,2014,SÜT,DİLEKÇE,VATANDAŞ,BELİRSİZ,7
1792,2014,SÜT,DİLEKÇE,SELZEDE,ERKEK,4
1793,2014,SÜT,DİLEKÇE,ENGELLILER,ERKEK,23
1794,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,1
1795,2014,SÜT,DİLEKÇE,YANGINZEDE,ERKEK,4
1796,2014,SÜT,DİLEKÇE,YAŞLILAR,ERKEK,11
1797,2014,SÜT,DİLEKÇE,YANGINZEDE,ERKEK,1
1798,2014,SÜT,DİLEKÇE,DENETİMLİ SERBESTLİK,ERKEK,2
1799,2014,SÜT,DİLEKÇE,YAŞLILAR,KADIN,6
1800,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,1
1801,2014,SÜT,DİLEKÇE,YANGINZEDE,ERKEK,2
1802,2014,SÜT,DİLEKÇE,DEPREMZEDE,ERKEK,1
1803,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,5
1804,2014,SÜT,DİLEKÇE,YAŞLILAR,ERKEK,1
1805,2014,SÜT,DİLEKÇE,DEPREMZEDE,KADIN,1
1806,2014,SÜT,DİLEKÇE,DENETİMLİ SERBESTLİK,KADIN,1
1807,2014,SÜT,DİLEKÇE,DEPREMZEDE,ERKEK,1
1808,2014,SÜT,DİLEKÇE,VATANDAŞ,KADIN,438
1809,2014,SÜT,DİLEKÇE,ENGELLILER,KADIN,3
1810,2014,SÜT,DİLEKÇE,VATANDAŞ,ERKEK,3263
1811,2014,SÜT,DİLEKÇE,ENGELLILER,ERKEK,4
1812,2014,SÜT,DİLEKÇE,YAŞLILAR,KADIN,57
1813,2014,SÜT,DİLEKÇE,VATANDAŞ,KADIN,2976
1814,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,42
1815,2014,SÜT,DİLEKÇE,ENGELLILER,ERKEK,6
1816,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,12
1817,2014,SÜT,DİLEKÇE,ENGELLILER,KADIN,10
1818,2014,SÜT,DİLEKÇE,YANGINZEDE,KADIN,2
1819,2014,SÜT,DİLEKÇE,YAŞLILAR,ERKEK,8
1820,2014,SÜT,DİLEKÇE,PANDEMİ,ERKEK,1
1821,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,28
1822,2014,SÜT,DİLEKÇE,ENGELLILER,KADIN,11
1823,2014,SÜT,DİLEKÇE,ENGELLILER,ERKEK,13
1824,2014,SÜT,DİLEKÇE,DEPREMZEDE,KADIN,1
1825,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,4
1826,2014,SÜT,DİLEKÇE,SELZEDE,ERKEK,2
1827,2014,SÜT,DİLEKÇE,SELZEDE,ERKEK,1
1828,2014,SÜT,DİLEKÇE,DEPREMZEDE,KADIN,5
1829,2014,SÜT,DİLEKÇE,SELZEDE,ERKEK,1
1830,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,5
1831,2014,SÜT,DİLEKÇE,PANDEMİ,ERKEK,1
1832,2014,SÜT,DİLEKÇE,SELZEDE,ERKEK,2
1833,2014,SÜT,DİLEKÇE,ÇÖLYAK HASTASI,KADIN,1
1834,2014,SÜT,DİLEKÇE,YAŞLILAR,KADIN,2
1835,2014,SÜT,DİLEKÇE,YANGINZEDE,ERKEK,1
1836,2014,SÜT,DİLEKÇE,DOĞAL AFET,KADIN,2
1837,2014,SÜT,DİLEKÇE,DENETİMLİ SERBESTLİK,ERKEK,1
1838,2014,SÜT,DİLEKÇE,ÇÖLYAK HASTASI,KADIN,1
1839,2014,SÜT,DİLEKÇE,DOĞAL AFET (KAR YAĞIŞI),ERKEK,1
1840,2014,SÜT,DİLEKÇE,VATANDAŞ,KADIN,640
1841,2014,SÜT,DİLEKÇE,VATANDAŞ,KADIN,2094
1842,2014,SÜT,DİLEKÇE,SELZEDE,KADIN,2
1843,2014,SÜT,DİLEKÇE,YANGINZEDE,ERKEK,2
1844,2014,SÜT,DİLEKÇE,VATANDAŞ,BELİRSİZ,1
1845,2014,SÜT,DİLEKÇE,VATANDAŞ,BELİRSİZ,1
1846,2014,SÜT,DİLEKÇE,VATANDAŞ,KADIN,403
1847,2014,SÜT,DİLEKÇE,ENGELLILER,ERKEK,7
1848,2014,SÜT,DİLEKÇE,ENGELLILER,KADIN,7
1849,2014,SÜT,DİLEKÇE,YAŞLILAR,ERKEK,206
1850,2014,SÜT,DİLEKÇE,ÇÖLYAK HASTASI,KADIN,3
1851,2014,SÜT,DİLEKÇE,ŞEHIT VE GAZI AILELERI,ERKEK,18
1852,2014,SÜT,DİLEKÇE,DEPREMZEDE,ERKEK,1
1853,2014,SÜT,DİLEKÇE,ENGELLILER,ERKEK,19
1854,2014,YAKACAK,DİLEKÇE,YAŞLILAR,ERKEK,32
1855,2014,YAKACAK,DİLEKÇE,YAŞLILAR,KADIN,31
1856,2014,YAKACAK,DİLEKÇE,YAŞLILAR,ERKEK,9
1857,2014,YAKACAK,DİLEKÇE,VATANDAŞ,KADIN,576
1858,2014,YAKACAK,DİLEKÇE,YAŞLILAR,ERKEK,65
1859,2014,YAKACAK,DİLEKÇE,VATANDAŞ,KADIN,33698
1860,2014,YAKACAK,DİLEKÇE,ENGELLILER,KADIN,1234
1861,2014,YAKACAK,DİLEKÇE,YAŞLILAR,KADIN,97
1862,2014,YAKACAK,DİLEKÇE,DOĞAL AFET,ERKEK,98
1863,2014,YAKACAK,DİLEKÇE,ENGELLILER,ERKEK,7
1864,2014,YAKACAK,DİLEKÇE,DEPREMZEDE,KADIN,1
1865,2014,YAKACAK,DİLEKÇE,YANGINZEDE,ERKEK,3
1866,2014,YAKACAK,DİLEKÇE,ENGELLILER,KADIN,6
1867,2014,YAKACAK,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,8
1868,2014,YAKACAK,DİLEKÇE,DOĞAL AFET,KADIN,1
1869,2014,YAKACAK,DİLEKÇE,DENETİMLİ SERBESTLİK,ERKEK,1
1870,2014,YAKACAK,DİLEKÇE,DENETİMLİ SERBESTLİK,ERKEK,1
1871,2014,YAKACAK,DİLEKÇE,ŞEHIT VE GAZI AILELERI,KADIN,1
1872,2014,YAKACAK,DİLEKÇE,VATANDAŞ,KADIN,457
1873,2014,YAKACAK,DİLEKÇE,YAŞLILAR,ERKEK,36
1874,2014,YAKACAK,DİLEKÇE,SELZEDE,ERKEK,194
1875,2014,YAKACAK,DİLEKÇE,ENGELLILER,ERKEK,10
